sequencia	referencia	identidade	cobertura
WP_010882279.1	6c9k_J	26	14
WP_010882279.1	6c9k_I	38	16
WP_010882279.1	6c9k_I	37	15
WP_010882279.1	6c9k_I	30	14
WP_010882279.1	6c9k_I	37	11
WP_010882279.1	6c9k_I	32	16
WP_010882279.1	6c9k_I	31	13
WP_010882279.1	6c9k_I	31	13
WP_010882279.1	6c9k_I	33	13
WP_010882279.1	6c9k_I	30	12
WP_010882279.1	6c9k_I	30	14
WP_010882279.1	6c9k_I	28	13
WP_010882279.1	6c9k_I	28	14
WP_010882279.1	6c9k_I	26	14
WP_010882279.1	6c9k_D	38	16
WP_010882279.1	6c9k_D	37	15
WP_010882279.1	6c9k_D	30	14
WP_010882279.1	6c9k_D	37	11
WP_010882279.1	6c9k_D	32	16
WP_010882279.1	6c9k_D	31	13
WP_010882279.1	6c9k_D	31	13
WP_010882279.1	6c9k_D	33	13
WP_010882279.1	6c9k_D	30	12
WP_010882279.1	6c9k_D	30	14
WP_010882279.1	6c9k_D	28	13
WP_010882279.1	6c9k_D	28	14
WP_010882279.1	6c9k_D	26	14
WP_010882279.1	6c9k_C	38	16
WP_010882279.1	6c9k_C	37	15
WP_010882279.1	6c9k_C	30	14
WP_010882279.1	6c9k_C	37	11
WP_010882279.1	6c9k_C	32	16
WP_010882279.1	6c9k_C	31	13
WP_010882279.1	6c9k_C	31	13
WP_010882279.1	6c9k_C	33	13
WP_010882279.1	6c9k_C	30	12
WP_010882279.1	6c9k_C	30	14
WP_010882279.1	6c9k_C	28	13
WP_010882279.1	6c9k_C	28	14
WP_010882279.1	6c9k_C	26	14
WP_010882279.1	6c9k_B	38	16
WP_010882279.1	6c9k_B	37	15
WP_010882279.1	6c9k_B	30	14
WP_010882279.1	6c9k_B	37	11
WP_010882279.1	6c9k_B	32	16
WP_010882279.1	6c9k_B	31	13
WP_010882279.1	6c9k_B	31	13
WP_010882279.1	6c9k_B	33	13
WP_010882279.1	6c9k_B	30	12
WP_010882279.1	6c9k_B	30	14
WP_010882279.1	6c9k_B	28	13
WP_010882279.1	6c9k_B	28	14
WP_010882279.1	6c9k_B	26	14
WP_010882279.1	6c9k_A	38	16
WP_010882279.1	6c9k_A	37	15
WP_010882279.1	6c9k_A	30	14
WP_010882279.1	6c9k_A	37	11
WP_010882279.1	6c9k_A	32	16
WP_010882279.1	6c9k_A	31	13
WP_010882279.1	6c9k_A	31	13
WP_010882279.1	6c9k_A	33	13
WP_010882279.1	6c9k_A	30	12
WP_010882279.1	6c9k_A	30	14
WP_010882279.1	6c9k_A	28	13
WP_010882279.1	6c9k_A	28	14
WP_010882279.1	6c9k_A	26	14
WP_010882279.1	4j8y_A	36	15
WP_010882279.1	4j8y_A	36	15
WP_010882279.1	4j8y_A	37	11
WP_010882279.1	4j8y_A	33	15
WP_010882279.1	4j8y_A	31	16
WP_010882279.1	4j8y_A	30	13
WP_010882279.1	4j8y_A	29	15
WP_010882279.1	4j8y_A	30	12
WP_010882279.1	4j8y_A	28	13
WP_010882279.1	4j8y_A	31	13
WP_010882279.1	4j8y_A	28	15
WP_010882279.1	4j8y_A	27	14
WP_010882279.1	4j8y_A	26	14
WP_010882279.1	5aq8_A	39	15
WP_010882279.1	5aq8_A	37	16
WP_010882279.1	5aq8_A	35	13
WP_010882279.1	5aq8_A	34	13
WP_010882279.1	5aq8_A	30	20
WP_010882279.1	5aq8_A	30	21
WP_010882279.1	5aq8_A	32	17
WP_010882279.1	5aq8_A	33	14
WP_010882279.1	5aq8_A	32	16
WP_010882279.1	5aq8_A	26	14
WP_010882279.1	5aq8_A	33	13
WP_010882279.1	5aq8_A	29	14
WP_010882279.1	5aqa_B	37	15
WP_010882279.1	5aqa_B	39	14
WP_010882279.1	5aqa_B	36	13
WP_010882279.1	5aqa_B	32	16
WP_010882279.1	5aqa_B	31	16
WP_010882279.1	5aqa_B	32	17
WP_010882279.1	5aqa_B	37	14
WP_010882279.1	5aqa_B	34	14
WP_010882279.1	5aqa_B	30	16
WP_010882279.1	5aqa_B	34	14
WP_010882279.1	5aqa_B	35	11
WP_010882279.1	5aqa_B	34	9
WP_010882279.1	5aqa_B	27	13
WP_010882279.1	5aqa_B	30	12
WP_010882279.1	5aqa_B	37	6
WP_010882279.1	5aqa_B	29	12
WP_010882279.1	5aqa_A	37	15
WP_010882279.1	5aqa_A	39	14
WP_010882279.1	5aqa_A	36	13
WP_010882279.1	5aqa_A	32	16
WP_010882279.1	5aqa_A	31	16
WP_010882279.1	5aqa_A	32	17
WP_010882279.1	5aqa_A	37	14
WP_010882279.1	5aqa_A	34	14
WP_010882279.1	5aqa_A	30	16
WP_010882279.1	5aqa_A	34	14
WP_010882279.1	5aqa_A	35	11
WP_010882279.1	5aqa_A	34	9
WP_010882279.1	5aqa_A	27	13
WP_010882279.1	5aqa_A	30	12
WP_010882279.1	5aqa_A	37	6
WP_010882279.1	5aqa_A	29	12
WP_010882279.1	7pdh_B	45	11
WP_010882279.1	7pdh_B	38	11
WP_010882279.1	7pdh_B	33	12
WP_010882279.1	7pdh_B	36	10
WP_010882279.1	7pdh_B	37	9
WP_010882279.1	7pdh_B	34	11
WP_010882279.1	7pdh_B	34	10
WP_010882279.1	7pdh_B	35	9
WP_010882279.1	7pdh_B	30	12
WP_010882279.1	7pdh_B	31	11
WP_010882279.1	7pdh_B	32	12
WP_010882279.1	7pdh_B	33	10
WP_010882279.1	7pdh_B	30	11
WP_010882279.1	7pdh_B	30	10
WP_010882279.1	7pdh_B	27	13
WP_010882279.1	7pdh_B	28	12
WP_010882279.1	7pdg_C	45	11
WP_010882279.1	7pdg_C	38	11
WP_010882279.1	7pdg_C	33	12
WP_010882279.1	7pdg_C	36	10
WP_010882279.1	7pdg_C	37	9
WP_010882279.1	7pdg_C	34	11
WP_010882279.1	7pdg_C	34	10
WP_010882279.1	7pdg_C	35	9
WP_010882279.1	7pdg_C	30	12
WP_010882279.1	7pdg_C	31	11
WP_010882279.1	7pdg_C	32	12
WP_010882279.1	7pdg_C	33	10
WP_010882279.1	7pdg_C	30	11
WP_010882279.1	7pdg_C	30	10
WP_010882279.1	7pdg_C	27	13
WP_010882279.1	7pdg_C	28	12
WP_010882279.1	7pdd_B	45	11
WP_010882279.1	7pdd_B	38	11
WP_010882279.1	7pdd_B	33	12
WP_010882279.1	7pdd_B	36	10
WP_010882279.1	7pdd_B	37	9
WP_010882279.1	7pdd_B	34	11
WP_010882279.1	7pdd_B	34	10
WP_010882279.1	7pdd_B	35	9
WP_010882279.1	7pdd_B	30	12
WP_010882279.1	7pdd_B	31	11
WP_010882279.1	7pdd_B	32	12
WP_010882279.1	7pdd_B	33	10
WP_010882279.1	7pdd_B	30	11
WP_010882279.1	7pdd_B	30	10
WP_010882279.1	7pdd_B	27	13
WP_010882279.1	7pdd_B	28	12
WP_010882279.1	7pd8_B	45	11
WP_010882279.1	7pd8_B	38	11
WP_010882279.1	7pd8_B	33	12
WP_010882279.1	7pd8_B	36	10
WP_010882279.1	7pd8_B	37	9
WP_010882279.1	7pd8_B	34	11
WP_010882279.1	7pd8_B	34	10
WP_010882279.1	7pd8_B	35	9
WP_010882279.1	7pd8_B	30	12
WP_010882279.1	7pd8_B	31	11
WP_010882279.1	7pd8_B	32	12
WP_010882279.1	7pd8_B	33	10
WP_010882279.1	7pd8_B	30	11
WP_010882279.1	7pd8_B	30	10
WP_010882279.1	7pd8_B	27	13
WP_010882279.1	7pd8_B	28	12
WP_010882279.1	6ob5_D	37	15
WP_010882279.1	6ob5_D	35	14
WP_010882279.1	6ob5_D	32	15
WP_010882279.1	6ob5_D	33	15
WP_010882279.1	6ob5_D	32	13
WP_010882279.1	6ob5_D	33	11
WP_010882279.1	6ob5_D	27	16
WP_010882279.1	6ob5_D	32	14
WP_010882279.1	6ob5_D	32	12
WP_010882279.1	6ob5_D	34	14
WP_010882279.1	6ob5_D	29	14
WP_010882279.1	6ob5_D	25	14
WP_010882279.1	6ob5_D	28	13
WP_010882279.1	6ob5_D	29	14
WP_010882279.1	6ob5_C	37	15
WP_010882279.1	6ob5_C	35	14
WP_010882279.1	6ob5_C	32	15
WP_010882279.1	6ob5_C	33	15
WP_010882279.1	6ob5_C	32	13
WP_010882279.1	6ob5_C	33	11
WP_010882279.1	6ob5_C	27	16
WP_010882279.1	6ob5_C	32	14
WP_010882279.1	6ob5_C	32	12
WP_010882279.1	6ob5_C	34	14
WP_010882279.1	6ob5_C	29	14
WP_010882279.1	6ob5_C	25	14
WP_010882279.1	6ob5_C	28	13
WP_010882279.1	6ob5_C	29	14
WP_010882279.1	5mio_C	38	16
WP_010882279.1	5mio_C	36	14
WP_010882279.1	5mio_C	38	12
WP_010882279.1	5mio_C	31	13
WP_010882279.1	5mio_C	31	16
WP_010882279.1	5mio_C	30	13
WP_010882279.1	5mio_C	32	16
WP_010882279.1	5mio_C	34	13
WP_010882279.1	5mio_C	35	13
WP_010882279.1	5mio_C	33	11
WP_010882279.1	5mio_C	30	13
WP_010882279.1	5mio_C	28	14
WP_010882279.1	5mio_C	27	14
WP_010882279.1	5mio_C	25	13
WP_010882279.1	5mio_C	30	11
WP_010882279.1	3nog_E	36	15
WP_010882279.1	3nog_E	36	15
WP_010882279.1	3nog_E	32	16
WP_010882279.1	3nog_E	32	15
WP_010882279.1	3nog_E	34	13
WP_010882279.1	3nog_E	31	14
WP_010882279.1	3nog_E	28	13
WP_010882279.1	3nog_E	30	14
WP_010882279.1	3nog_E	32	13
WP_010882279.1	3nog_E	25	14
WP_010882279.1	3nog_E	27	13
WP_010882279.1	3nog_D	36	15
WP_010882279.1	3nog_D	36	15
WP_010882279.1	3nog_D	32	16
WP_010882279.1	3nog_D	32	15
WP_010882279.1	3nog_D	34	13
WP_010882279.1	3nog_D	31	14
WP_010882279.1	3nog_D	28	13
WP_010882279.1	3nog_D	30	14
WP_010882279.1	3nog_D	32	13
WP_010882279.1	3nog_D	25	14
WP_010882279.1	3nog_D	27	13
WP_010882279.1	4cz2_F	36	15
WP_010882279.1	4cz2_F	33	15
WP_010882279.1	4cz2_F	30	16
WP_010882279.1	4cz2_F	32	13
WP_010882279.1	4cz2_F	29	17
WP_010882279.1	4cz2_F	28	16
WP_010882279.1	4cz2_F	29	16
WP_010882279.1	4cz2_F	28	16
WP_010882279.1	4cz2_F	30	15
WP_010882279.1	4cz2_F	34	10
WP_010882279.1	4cz2_F	29	14
WP_010882279.1	4cz2_F	30	12
WP_010882279.1	4cz2_F	31	12
WP_010882279.1	4cz2_E	36	15
WP_010882279.1	4cz2_E	33	15
WP_010882279.1	4cz2_E	30	16
WP_010882279.1	4cz2_E	32	13
WP_010882279.1	4cz2_E	29	17
WP_010882279.1	4cz2_E	28	16
WP_010882279.1	4cz2_E	29	16
WP_010882279.1	4cz2_E	28	16
WP_010882279.1	4cz2_E	30	15
WP_010882279.1	4cz2_E	34	10
WP_010882279.1	4cz2_E	29	14
WP_010882279.1	4cz2_E	30	12
WP_010882279.1	4cz2_E	31	12
WP_010882279.1	4cz2_D	36	15
WP_010882279.1	4cz2_D	33	15
WP_010882279.1	4cz2_D	30	16
WP_010882279.1	4cz2_D	32	13
WP_010882279.1	4cz2_D	29	17
WP_010882279.1	4cz2_D	28	16
WP_010882279.1	4cz2_D	29	16
WP_010882279.1	4cz2_D	28	16
WP_010882279.1	4cz2_D	30	15
WP_010882279.1	4cz2_D	34	10
WP_010882279.1	4cz2_D	29	14
WP_010882279.1	4cz2_D	30	12
WP_010882279.1	4cz2_D	31	12
WP_010882279.1	4cym_F	36	15
WP_010882279.1	4cym_F	33	15
WP_010882279.1	4cym_F	30	16
WP_010882279.1	4cym_F	32	13
WP_010882279.1	4cym_F	29	17
WP_010882279.1	4cym_F	28	16
WP_010882279.1	4cym_F	29	16
WP_010882279.1	4cym_F	28	16
WP_010882279.1	4cym_F	30	15
WP_010882279.1	4cym_F	34	10
WP_010882279.1	4cym_F	29	14
WP_010882279.1	4cym_F	30	12
WP_010882279.1	4cym_F	31	12
WP_010882279.1	4cym_E	36	15
WP_010882279.1	4cym_E	33	15
WP_010882279.1	4cym_E	30	16
WP_010882279.1	4cym_E	32	13
WP_010882279.1	4cym_E	29	17
WP_010882279.1	4cym_E	28	16
WP_010882279.1	4cym_E	29	16
WP_010882279.1	4cym_E	28	16
WP_010882279.1	4cym_E	30	15
WP_010882279.1	4cym_E	34	10
WP_010882279.1	4cym_E	29	14
WP_010882279.1	4cym_E	30	12
WP_010882279.1	4cym_E	31	12
WP_010882279.1	4cym_D	36	15
WP_010882279.1	4cym_D	33	15
WP_010882279.1	4cym_D	30	16
WP_010882279.1	4cym_D	32	13
WP_010882279.1	4cym_D	29	17
WP_010882279.1	4cym_D	28	16
WP_010882279.1	4cym_D	29	16
WP_010882279.1	4cym_D	28	16
WP_010882279.1	4cym_D	30	15
WP_010882279.1	4cym_D	34	10
WP_010882279.1	4cym_D	29	14
WP_010882279.1	4cym_D	30	12
WP_010882279.1	4cym_D	31	12
WP_010882279.1	3b95_B	27	22
WP_010882279.1	3b95_B	28	21
WP_010882279.1	3b95_B	27	23
WP_010882279.1	3b95_B	24	24
WP_010882279.1	3b95_B	26	24
WP_010882279.1	3b95_B	27	23
WP_010882279.1	3b95_B	25	20
WP_010882279.1	3b95_B	26	21
WP_010882279.1	3b95_B	27	11
WP_010882279.1	3b95_A	27	22
WP_010882279.1	3b95_A	28	21
WP_010882279.1	3b95_A	27	23
WP_010882279.1	3b95_A	24	24
WP_010882279.1	3b95_A	26	24
WP_010882279.1	3b95_A	27	23
WP_010882279.1	3b95_A	25	20
WP_010882279.1	3b95_A	26	21
WP_010882279.1	3b95_A	27	11
WP_010882279.1	3b7b_B	27	22
WP_010882279.1	3b7b_B	28	21
WP_010882279.1	3b7b_B	27	23
WP_010882279.1	3b7b_B	24	24
WP_010882279.1	3b7b_B	26	24
WP_010882279.1	3b7b_B	27	23
WP_010882279.1	3b7b_B	25	20
WP_010882279.1	3b7b_B	26	21
WP_010882279.1	3b7b_B	27	11
WP_010882279.1	3b7b_A	27	22
WP_010882279.1	3b7b_A	28	21
WP_010882279.1	3b7b_A	27	23
WP_010882279.1	3b7b_A	24	24
WP_010882279.1	3b7b_A	26	24
WP_010882279.1	3b7b_A	27	23
WP_010882279.1	3b7b_A	25	20
WP_010882279.1	3b7b_A	26	21
WP_010882279.1	3b7b_A	27	11
WP_010882279.1	7bhf_C	41	12
WP_010882279.1	7bhf_C	28	12
WP_010882279.1	7bhf_C	36	7
WP_010882279.1	7bhf_C	34	10
WP_010882279.1	7bhf_C	27	12
WP_010882279.1	7bhf_C	27	13
WP_010882279.1	7bhf_C	29	12
WP_010882279.1	7bhf_C	33	8
WP_010882279.1	7bhf_C	32	9
WP_010882279.1	7bhf_C	32	11
WP_010882279.1	7bhf_C	29	12
WP_010882279.1	7bhf_C	26	12
WP_010882279.1	7bhf_C	28	10
WP_010882279.1	7bhf_C	25	12
WP_010882279.1	7bhf_A	41	12
WP_010882279.1	7bhf_A	28	12
WP_010882279.1	7bhf_A	36	7
WP_010882279.1	7bhf_A	34	10
WP_010882279.1	7bhf_A	27	12
WP_010882279.1	7bhf_A	27	13
WP_010882279.1	7bhf_A	29	12
WP_010882279.1	7bhf_A	33	8
WP_010882279.1	7bhf_A	32	9
WP_010882279.1	7bhf_A	32	11
WP_010882279.1	7bhf_A	29	12
WP_010882279.1	7bhf_A	26	12
WP_010882279.1	7bhf_A	28	10
WP_010882279.1	7bhf_A	25	12
WP_010882279.1	7bhe_C	41	12
WP_010882279.1	7bhe_C	28	12
WP_010882279.1	7bhe_C	36	7
WP_010882279.1	7bhe_C	34	10
WP_010882279.1	7bhe_C	27	12
WP_010882279.1	7bhe_C	27	13
WP_010882279.1	7bhe_C	29	12
WP_010882279.1	7bhe_C	33	8
WP_010882279.1	7bhe_C	32	9
WP_010882279.1	7bhe_C	32	11
WP_010882279.1	7bhe_C	29	12
WP_010882279.1	7bhe_C	26	12
WP_010882279.1	7bhe_C	28	10
WP_010882279.1	7bhe_C	25	12
WP_010882279.1	7bhe_A	41	12
WP_010882279.1	7bhe_A	28	12
WP_010882279.1	7bhe_A	36	7
WP_010882279.1	7bhe_A	34	10
WP_010882279.1	7bhe_A	27	12
WP_010882279.1	7bhe_A	27	13
WP_010882279.1	7bhe_A	29	12
WP_010882279.1	7bhe_A	33	8
WP_010882279.1	7bhe_A	32	9
WP_010882279.1	7bhe_A	32	11
WP_010882279.1	7bhe_A	29	12
WP_010882279.1	7bhe_A	26	12
WP_010882279.1	7bhe_A	28	10
WP_010882279.1	7bhe_A	25	12
WP_010882279.1	4o60_B	36	22
WP_010882279.1	4o60_B	38	16
WP_010882279.1	4o60_B	33	22
WP_010882279.1	4o60_B	31	22
WP_010882279.1	4o60_B	28	20
WP_010882279.1	4o60_B	31	22
WP_010882279.1	4o60_B	28	21
WP_010882279.1	4o60_B	31	17
WP_010882279.1	4o60_B	31	14
WP_010882279.1	4o60_A	36	22
WP_010882279.1	4o60_A	38	16
WP_010882279.1	4o60_A	33	22
WP_010882279.1	4o60_A	31	22
WP_010882279.1	4o60_A	28	20
WP_010882279.1	4o60_A	31	22
WP_010882279.1	4o60_A	28	21
WP_010882279.1	4o60_A	31	17
WP_010882279.1	4o60_A	31	14
WP_010882279.1	2y1l_F	37	16
WP_010882279.1	2y1l_F	36	15
WP_010882279.1	2y1l_F	31	16
WP_010882279.1	2y1l_F	32	16
WP_010882279.1	2y1l_F	31	13
WP_010882279.1	2y1l_F	35	11
WP_010882279.1	2y1l_F	33	13
WP_010882279.1	2y1l_F	30	14
WP_010882279.1	2y1l_F	28	15
WP_010882279.1	2y1l_F	30	14
WP_010882279.1	2y1l_F	29	13
WP_010882279.1	2y1l_F	26	14
WP_010882279.1	2y1l_F	27	15
WP_010882279.1	2y1l_E	37	16
WP_010882279.1	2y1l_E	36	15
WP_010882279.1	2y1l_E	31	16
WP_010882279.1	2y1l_E	32	16
WP_010882279.1	2y1l_E	31	13
WP_010882279.1	2y1l_E	35	11
WP_010882279.1	2y1l_E	33	13
WP_010882279.1	2y1l_E	30	14
WP_010882279.1	2y1l_E	28	15
WP_010882279.1	2y1l_E	30	14
WP_010882279.1	2y1l_E	29	13
WP_010882279.1	2y1l_E	26	14
WP_010882279.1	2y1l_E	27	15
WP_010882279.1	4k5c_B	35	17
WP_010882279.1	4k5c_B	30	17
WP_010882279.1	4k5c_B	28	17
WP_010882279.1	4k5c_B	30	14
WP_010882279.1	4k5c_B	29	15
WP_010882279.1	4k5c_B	27	15
WP_010882279.1	4k5c_B	27	16
WP_010882279.1	4k5c_B	30	15
WP_010882279.1	4k5c_B	34	8
WP_010882279.1	4k5c_B	27	15
WP_010882279.1	4k5c_B	29	14
WP_010882279.1	4k5c_B	26	16
WP_010882279.1	4k5c_B	27	16
WP_010882311.1	6pwb_HL	60	91
WP_010882311.1	6pwb_HK	60	91
WP_010882311.1	6pwb_HJ	60	91
WP_010882311.1	6pwb_HI	60	91
WP_010882311.1	6pwb_HH	60	91
WP_010882311.1	6pwb_GR	60	91
WP_010882311.1	6pwb_GQ	60	91
WP_010882311.1	6pwb_GP	60	91
WP_010882311.1	6pwb_GO	60	91
WP_010882311.1	6pwb_GN	60	91
WP_010882311.1	6pwb_GM	60	91
WP_010882311.1	6pwb_HC	60	91
WP_010882311.1	6pwb_FX	60	91
WP_010882311.1	6pwb_FW	60	91
WP_010882311.1	6pwb_FV	60	91
WP_010882311.1	6pwb_FU	60	91
WP_010882311.1	6pwb_FT	60	91
WP_010882311.1	6pwb_FS	60	91
WP_010882311.1	6pwb_FR	60	91
WP_010882311.1	6pwb_GI	60	91
WP_010882311.1	6pwb_GH	60	91
WP_010882311.1	6pwb_EZ	60	91
WP_010882311.1	6pwb_EY	60	91
WP_010882311.1	6pwb_EX	60	91
WP_010882311.1	6pwb_EW	60	91
WP_010882311.1	6pwb_FN	60	91
WP_010882311.1	6pwb_FM	60	91
WP_010882311.1	6pwb_FE	60	91
WP_010882311.1	6pwb_FD	60	91
WP_010882311.1	6pwb_FC	60	91
WP_010882311.1	6pwb_FB	60	91
WP_010882311.1	6pwb_FA	60	91
WP_010882311.1	6pwb_ES	60	91
WP_010882311.1	6pwb_ER	60	91
WP_010882311.1	6pwb_EJ	60	91
WP_010882311.1	6pwb_EI	60	91
WP_010882311.1	6pwb_EH	60	91
WP_010882311.1	6pwb_EG	60	91
WP_010882311.1	6pwb_EF	60	91
WP_010882311.1	6pwb_EE	60	91
WP_010882311.1	6pwb_ED	60	91
WP_010882311.1	6pwb_EC	60	91
WP_010882311.1	6pwb_EB	60	91
WP_010882311.1	6pwb_DX	60	91
WP_010882311.1	6pwb_DW	60	91
WP_010882311.1	6pwb_DO	60	91
WP_010882311.1	6pwb_DN	60	91
WP_010882311.1	6pwb_DM	60	91
WP_010882311.1	6pwb_DL	60	91
WP_010882311.1	6pwb_DK	60	91
WP_010882311.1	6pwb_DJ	60	91
WP_010882311.1	6pwb_DI	60	91
WP_010882311.1	6pwb_DH	60	91
WP_010882311.1	6pwb_DG	60	91
WP_010882311.1	6pwb_CT	60	91
WP_010882311.1	6pwb_CS	60	91
WP_010882311.1	6pwb_CR	60	91
WP_010882311.1	6pwb_CQ	60	91
WP_010882311.1	6pwb_CP	60	91
WP_010882311.1	6pwb_CO	60	91
WP_010882311.1	6pwb_CN	60	91
WP_010882311.1	6pwb_CM	60	91
WP_010882311.1	6pwb_CL	60	91
WP_010882311.1	6pwb_DC	60	91
WP_010882311.1	6pwb_DB	60	91
WP_010882311.1	6pwb_BY	60	91
WP_010882311.1	6pwb_BX	60	91
WP_010882311.1	6pwb_BW	60	91
WP_010882311.1	6pwb_BV	60	91
WP_010882311.1	6pwb_BU	60	91
WP_010882311.1	6pwb_BT	60	91
WP_010882311.1	6pwb_BS	60	91
WP_010882311.1	6pwb_CH	60	91
WP_010882311.1	6pwb_CG	60	91
WP_010882311.1	6pwb_BM	60	91
WP_010882311.1	6pwb_BL	60	91
WP_010882311.1	6pwb_BD	60	91
WP_010882311.1	6pwb_BC	60	91
WP_010882311.1	6pwb_BB	60	91
WP_010882311.1	6pwb_BA	60	91
WP_010882311.1	6pwb_AR	60	91
WP_010882311.1	6pwb_AI	60	91
WP_010882311.1	6pwb_AH	60	91
WP_010882311.1	6pwb_AG	60	91
WP_010882311.1	6t17_r	46	96
WP_010882311.1	6t17_q	46	96
WP_010882311.1	6t17_p	46	96
WP_010882311.1	6t17_o	46	96
WP_010882311.1	6t17_n	46	96
WP_010882311.1	6t17_m	46	96
WP_010882311.1	6t17_l	46	96
WP_010882311.1	6t17_k	46	96
WP_010882311.1	6t17_j	46	96
WP_010882311.1	6t17_i	46	96
WP_010882311.1	6t17_h	46	96
WP_010882311.1	6t17_g	46	96
WP_010882311.1	6t17_f	46	96
WP_010882311.1	6t17_e	46	96
WP_010882311.1	6t17_d	46	96
WP_010882311.1	6t17_c	46	96
WP_010882311.1	6t17_b	46	96
WP_010882311.1	6t17_a	46	96
WP_010882311.1	6t17_Z	46	96
WP_010882311.1	6t17_Y	46	96
WP_010882311.1	6t17_X	46	96
WP_010882311.1	6t17_W	46	96
WP_010882311.1	6t17_V	46	96
WP_010882311.1	6t17_U	46	96
WP_010882311.1	6t17_T	46	96
WP_010882311.1	6t17_S	46	96
WP_010882311.1	6t17_R	46	96
WP_010882311.1	6t17_Q	46	96
WP_010882311.1	6t17_P	46	96
WP_010882311.1	6t17_O	46	96
WP_010882311.1	6t17_N	46	96
WP_010882311.1	6t17_M	46	96
WP_010882311.1	6t17_L	46	96
WP_010882311.1	6t17_K	46	96
WP_010882311.1	6t17_J	46	96
WP_010882311.1	6t17_I	46	96
WP_010882311.1	6t17_H	46	96
WP_010882311.1	6t17_G	46	96
WP_010882311.1	6t17_F	46	96
WP_010882311.1	6t17_E	46	96
WP_010882311.1	6t17_D	46	96
WP_010882311.1	6t17_C	46	96
WP_010882311.1	6t17_B	46	96
WP_010882311.1	6t17_A	46	96
WP_010882311.1	6gow_D	44	105
WP_010882311.1	5wjy_o	44	105
WP_010882311.1	5wjy_n	44	105
WP_010882311.1	5wjy_m	44	105
WP_010882311.1	5wjy_l	44	105
WP_010882311.1	5wjy_k	44	105
WP_010882311.1	5wjy_j	44	105
WP_010882311.1	5wjy_i	44	105
WP_010882311.1	5wjy_h	44	105
WP_010882311.1	5wjy_g	44	105
WP_010882311.1	5wjy_f	44	105
WP_010882311.1	5wjy_e	44	105
WP_010882311.1	5wjy_d	44	105
WP_010882311.1	5wjy_c	44	105
WP_010882311.1	5wjy_b	44	105
WP_010882311.1	5wjy_a	44	105
WP_010882311.1	5wjy_Z	44	105
WP_010882311.1	5wjy_Y	44	105
WP_010882311.1	5wjy_X	44	105
WP_010882311.1	5wjy_W	44	105
WP_010882311.1	5wjy_V	44	105
WP_010882311.1	5wjy_U	44	105
WP_010882311.1	5wjy_T	44	105
WP_010882311.1	5wjy_S	44	105
WP_010882311.1	5wjy_R	44	105
WP_010882311.1	5wjy_Q	44	105
WP_010882311.1	5wjy_P	44	105
WP_010882311.1	5wjy_O	44	105
WP_010882311.1	5wjy_N	44	105
WP_010882311.1	5wjy_M	44	105
WP_010882311.1	5wjy_L	44	105
WP_010882311.1	5wjy_K	44	105
WP_010882311.1	5wjy_J	44	105
WP_010882311.1	5wjy_I	44	105
WP_010882311.1	5wjy_H	44	105
WP_010882311.1	5wjy_G	44	105
WP_010882311.1	5wjy_F	44	105
WP_010882311.1	5wjy_E	44	105
WP_010882311.1	5wjy_D	44	105
WP_010882311.1	5wjy_C	44	105
WP_010882311.1	5wjy_B	44	105
WP_010882311.1	5wjy_A	44	105
WP_010882311.1	5wjx_t	44	105
WP_010882311.1	5wjx_s	44	105
WP_010882311.1	5wjx_r	44	105
WP_010882311.1	5wjx_q	44	105
WP_010882311.1	5wjx_p	44	105
WP_010882311.1	5wjx_o	44	105
WP_010882311.1	5wjx_n	44	105
WP_010882311.1	5wjx_m	44	105
WP_010882311.1	5wjx_l	44	105
WP_010882311.1	5wjx_k	44	105
WP_010882311.1	5wjx_j	44	105
WP_010882311.1	5wjx_i	44	105
WP_010882311.1	5wjx_h	44	105
WP_010882311.1	5wjx_g	44	105
WP_010882311.1	5wjx_f	44	105
WP_010882311.1	5wjx_e	44	105
WP_010882311.1	5wjx_d	44	105
WP_010882311.1	5wjx_c	44	105
WP_010882311.1	5wjx_b	44	105
WP_010882311.1	5wjx_a	44	105
WP_010882311.1	5wjx_Z	44	105
WP_010882311.1	5wjx_Y	44	105
WP_010882311.1	5wjx_X	44	105
WP_010882311.1	5wjx_W	44	105
WP_010882311.1	5wjx_V	44	105
WP_010882311.1	5wjx_U	44	105
WP_010882311.1	5wjx_T	44	105
WP_010882311.1	5wjx_S	44	105
WP_010882311.1	5wjx_R	44	105
WP_010882311.1	5wjx_Q	44	105
WP_010882311.1	5wjx_P	44	105
WP_010882311.1	5wjx_O	44	105
WP_010882311.1	5wjx_N	44	105
WP_010882311.1	5wjx_M	44	105
WP_010882311.1	5wjx_L	44	105
WP_010882311.1	5wjx_K	44	105
WP_010882311.1	5wjx_J	44	105
WP_010882311.1	5wjx_I	44	105
WP_010882311.1	5wjx_H	44	105
WP_010882311.1	5wjx_G	44	105
WP_010882311.1	5wjx_F	44	105
WP_010882311.1	5wjx_E	44	105
WP_010882311.1	5wjx_D	44	105
WP_010882311.1	5wjx_C	44	105
WP_010882311.1	5wjx_B	44	105
WP_010882311.1	5wjx_A	44	105
WP_010882311.1	5wjw_o	44	105
WP_010882311.1	5wjw_n	44	105
WP_010882311.1	5wjw_m	44	105
WP_010882311.1	5wjw_l	44	105
WP_010882311.1	5wjw_k	44	105
WP_010882311.1	5wjw_j	44	105
WP_010882311.1	5wjw_i	44	105
